,Tweet_ID,Created_Date,Geo_Enabled,Geographical_Location,Ideology,Labels
29,1416083475921264641,2021-07-16 17:13:04,False,Undefined,ISIS/Jihadist,Propaganda
30,1415757730929909767,2021-07-15 19:38:41,False,"['USA', 'US']",ISIS/Jihadist,Recruitment
31,1414277221804482560,2021-07-11 17:35:40,False,"['USA', 'US']",ISIS/Jihadist,Propaganda
32,1413834836230303746,2021-07-10 12:17:47,False,Undefined,ISIS/Jihadist,Recruitment
33,1413829602904924161,2021-07-10 11:56:59,False,"['USA', 'US', 'Afghan']",ISIS/Jihadist,Radicalization
34,1413828971192406019,2021-07-10 11:54:29,False,"['USA', 'US']",ISIS/Jihadist,Radicalization
35,1414515541214220289,2021-07-12 09:22:40,False,['America'],ISIS/Jihadist,Recruitment
36,1414130896819556353,2021-07-11 07:54:13,False,"['America', 'Afghan']",ISIS/Jihadist,Recruitment
37,1414611774578434048,2021-07-12 15:45:03,False,"['US', 'Iraq']",ISIS/Jihadist,Propaganda
38,1415996657699758083,2021-07-16 11:28:05,True,Undefined,ISIS/Jihadist,Radicalization
39,1415802165197746181,2021-07-15 22:35:15,False,['UK'],ISIS/Jihadist,Propaganda
40,1414751044538601472,2021-07-13 00:58:28,False,['UK'],ISIS/Jihadist,Recruitment
41,1414398788865826819,2021-07-12 01:38:44,False,Undefined,ISIS/Jihadist,Radicalization
42,1415217789212659713,2021-07-14 07:53:09,False,Undefined,ISIS/Jihadist,Radicalization
43,1414909048722501635,2021-07-13 11:26:19,False,Undefined,ISIS/Jihadist,Propaganda
44,1414601160644874246,2021-07-12 15:02:53,False,Undefined,ISIS/Jihadist,Radicalization
45,1414599168455229449,2021-07-12 14:54:58,False,Undefined,ISIS/Jihadist,Radicalization
46,1414353767303196675,2021-07-11 22:39:50,False,Undefined,ISIS/Jihadist,Recruitment
47,1414206665218478080,2021-07-11 12:55:18,False,Undefined,ISIS/Jihadist,Propaganda
48,1414184809442603016,2021-07-11 11:28:27,False,['West'],ISIS/Jihadist,Radicalization
49,1414184653917929477,2021-07-11 11:27:50,True,['West'],ISIS/Jihadist,Radicalization
50,1414178645313310721,2021-07-11 11:03:57,False,['West'],ISIS/Jihadist,Propaganda
51,1414105042643263488,2021-07-11 06:11:29,False,['West'],ISIS/Jihadist,Recruitment
52,1414002263606153221,2021-07-10 23:23:05,False,['West'],ISIS/Jihadist,Propaganda
53,1414457753322541057,2021-07-12 05:33:02,False,"['USA', 'US', 'Afghan']",ISIS/Jihadist,Radicalization
54,1414664005302562826,2021-07-12 19:12:36,False,['America'],ISIS/Jihadist,Propaganda
55,1415283047902089220,2021-07-14 12:12:27,True,['Pak'],ISIS/Jihadist,Propaganda
56,1415026919054184449,2021-07-13 19:14:42,True,['Pak'],ISIS/Jihadist,Propaganda
57,1414984178534395906,2021-07-13 16:24:51,True,Undefined,ISIS/Jihadist,Recruitment
58,1416723449515450372,2021-07-18 11:36:06,False,['UK'],ISIS/Jihadist,Recruitment
59,1416721079540666368,2021-07-18 11:26:41,True,Undefined,ISIS/Jihadist,Radicalization
60,1416718245382475777,2021-07-18 11:15:25,False,['UK'],ISIS/Jihadist,Propaganda
61,1416660007882395648,2021-07-18 07:24:00,False,['UK'],ISIS/Jihadist,Propaganda
62,1416657598816821250,2021-07-18 07:14:26,False,['UK'],ISIS/Jihadist,Propaganda
63,1416654398437007362,2021-07-18 07:01:43,False,['UK'],ISIS/Jihadist,Recruitment
64,1416610477270921216,2021-07-18 04:07:11,False,['UK'],ISIS/Jihadist,Propaganda
65,1416505234839511042,2021-07-17 21:09:00,False,Undefined,ISIS/Jihadist,Propaganda
66,1416488577760903178,2021-07-17 20:02:48,True,Undefined,ISIS/Jihadist,Propaganda
67,1416469080790478849,2021-07-17 18:45:20,False,Undefined,ISIS/Jihadist,Propaganda
68,1416468121477656578,2021-07-17 18:41:31,False,Undefined,ISIS/Jihadist,Radicalization
69,1416368776317124609,2021-07-17 12:06:45,True,['UK'],ISIS/Jihadist,Radicalization
70,1416351542257627138,2021-07-17 10:58:16,False,Undefined,ISIS/Jihadist,Radicalization
71,1416321273404088321,2021-07-17 08:58:00,False,Undefined,ISIS/Jihadist,Radicalization
72,1416284629934350343,2021-07-17 06:32:23,False,['UK'],ISIS/Jihadist,Recruitment
73,1416257344015532034,2021-07-17 04:43:58,False,Undefined,ISIS/Jihadist,Radicalization
74,1416254072001282050,2021-07-17 04:30:58,False,"['USA', 'US', 'UK']",ISIS/Jihadist,Recruitment
75,1416042719131013121,2021-07-16 14:31:07,False,['UK'],ISIS/Jihadist,Recruitment
76,1416042049749590025,2021-07-16 14:28:28,False,Undefined,ISIS/Jihadist,Propaganda
77,1416041815346536461,2021-07-16 14:27:32,False,['UK'],ISIS/Jihadist,Recruitment
78,1416024959466364931,2021-07-16 13:20:33,False,Undefined,ISIS/Jihadist,Recruitment
79,1415982134259593220,2021-07-16 10:30:23,True,Undefined,ISIS/Jihadist,Propaganda
80,1415956510170025986,2021-07-16 08:48:33,False,Undefined,ISIS/Jihadist,Recruitment
81,1415949266971811845,2021-07-16 08:19:46,False,['UK'],ISIS/Jihadist,Propaganda
82,1415923656258060288,2021-07-16 06:38:00,False,['UK'],ISIS/Jihadist,Recruitment
83,1415919878075191298,2021-07-16 06:23:00,False,Undefined,ISIS/Jihadist,Propaganda
84,1415826694468816896,2021-07-16 00:12:43,False,Undefined,ISIS/Jihadist,Recruitment
85,1415793499593711620,2021-07-15 22:00:49,True,Undefined,ISIS/Jihadist,Propaganda
86,1415770960452481024,2021-07-15 20:31:15,True,"['America', 'UK']",ISIS/Jihadist,Propaganda
87,1415706331500015619,2021-07-15 16:14:26,False,['UK'],ISIS/Jihadist,Recruitment
88,1415665621296041984,2021-07-15 13:32:40,False,Undefined,ISIS/Jihadist,Propaganda
89,1415660428357619713,2021-07-15 13:12:02,False,Undefined,ISIS/Jihadist,Propaganda
90,1415647188131196929,2021-07-15 12:19:25,True,Undefined,ISIS/Jihadist,Propaganda
91,1415632921516384261,2021-07-15 11:22:44,False,Undefined,ISIS/Jihadist,Recruitment
92,1415632661884805120,2021-07-15 11:21:42,False,['UK'],ISIS/Jihadist,Recruitment
93,1415627200976494596,2021-07-15 11:00:00,True,Undefined,ISIS/Jihadist,Recruitment
94,1415624595630030858,2021-07-15 10:49:39,False,Undefined,ISIS/Jihadist,Propaganda
95,1415621036842831874,2021-07-15 10:35:30,True,Undefined,ISIS/Jihadist,Recruitment
96,1415604353356939265,2021-07-15 09:29:13,False,Undefined,ISIS/Jihadist,Propaganda
97,1415597881013129216,2021-07-15 09:03:30,False,Undefined,ISIS/Jihadist,Recruitment
98,1415586398493577218,2021-07-15 08:17:52,False,['UK'],ISIS/Jihadist,Recruitment
99,1415584405289066499,2021-07-15 08:09:57,True,['UK'],ISIS/Jihadist,Recruitment
100,1415577919355686912,2021-07-15 07:44:10,False,['UK'],ISIS/Jihadist,Propaganda
101,1415565500289982464,2021-07-15 06:54:49,False,['UK'],ISIS/Jihadist,Recruitment
102,1415496981770874885,2021-07-15 02:22:33,False,Undefined,ISIS/Jihadist,Propaganda
103,1415472561815646209,2021-07-15 00:45:31,False,Undefined,ISIS/Jihadist,Recruitment
104,1415471443421274112,2021-07-15 00:41:04,False,Undefined,ISIS/Jihadist,Radicalization
105,1415465308526100481,2021-07-15 00:16:42,False,['UK'],ISIS/Jihadist,Radicalization
106,1415375169657389058,2021-07-14 18:18:31,False,Undefined,ISIS/Jihadist,Recruitment
107,1415344794788798464,2021-07-14 16:17:49,False,Undefined,ISIS/Jihadist,Recruitment
108,1415308904431382529,2021-07-14 13:55:12,False,['UK'],ISIS/Jihadist,Radicalization
109,1415308822399406085,2021-07-14 13:54:53,False,['UK'],ISIS/Jihadist,Propaganda
110,1415277583835533315,2021-07-14 11:50:45,False,Undefined,ISIS/Jihadist,Recruitment
111,1415275381926465539,2021-07-14 11:42:00,False,Undefined,ISIS/Jihadist,Radicalization
112,1415234128509906945,2021-07-14 08:58:04,False,Undefined,ISIS/Jihadist,Propaganda
113,1415002700530561032,2021-07-13 17:38:27,False,Undefined,ISIS/Jihadist,Radicalization
114,1414970953889636354,2021-07-13 15:32:18,False,Undefined,ISIS/Jihadist,Propaganda
115,1414963136457740291,2021-07-13 15:01:15,False,Undefined,ISIS/Jihadist,Propaganda
116,1414959691671736333,2021-07-13 14:47:33,False,Undefined,ISIS/Jihadist,Propaganda
117,1414947892369006599,2021-07-13 14:00:40,True,Undefined,ISIS/Jihadist,Propaganda
118,1414945939882758148,2021-07-13 13:52:55,True,Undefined,ISIS/Jihadist,Propaganda
119,1414943919528361994,2021-07-13 13:44:53,False,Undefined,ISIS/Jihadist,Propaganda
120,1414928312393035778,2021-07-13 12:42:52,False,['UK'],ISIS/Jihadist,Propaganda
121,1414898267687579648,2021-07-13 10:43:29,False,Undefined,ISIS/Jihadist,Radicalization
122,1414894529807749122,2021-07-13 10:28:38,False,"['US', 'UK']",ISIS/Jihadist,Recruitment
123,1414863145013755913,2021-07-13 08:23:55,True,Undefined,ISIS/Jihadist,Recruitment
124,1414842213532590082,2021-07-13 07:00:44,False,Undefined,ISIS/Jihadist,Radicalization
125,1414703857318436868,2021-07-12 21:50:58,True,Undefined,ISIS/Jihadist,Recruitment
126,1414696322813341698,2021-07-12 21:21:01,False,['UK'],ISIS/Jihadist,Propaganda
127,1414578665875251203,2021-07-12 13:33:30,False,Undefined,ISIS/Jihadist,Propaganda
128,1414540045755760640,2021-07-12 11:00:02,False,Undefined,ISIS/Jihadist,Propaganda
129,1414506423287955465,2021-07-12 08:46:26,False,['UK'],ISIS/Jihadist,Propaganda
130,1414454655615078404,2021-07-12 05:20:43,False,['America'],ISIS/Jihadist,Recruitment
131,1414353509122772998,2021-07-11 22:38:48,False,Undefined,ISIS/Jihadist,Propaganda
132,1414282360804237312,2021-07-11 17:56:05,False,Undefined,ISIS/Jihadist,Propaganda
133,1414231208750288900,2021-07-11 14:32:49,False,Undefined,ISIS/Jihadist,Recruitment
134,1414217344491065344,2021-07-11 13:37:44,False,Undefined,ISIS/Jihadist,Propaganda
135,1414214671045959687,2021-07-11 13:27:07,True,Undefined,ISIS/Jihadist,Radicalization
136,1414214133784977409,2021-07-11 13:24:58,True,Undefined,ISIS/Jihadist,Radicalization
137,1414206337957908480,2021-07-11 12:54:00,False,Undefined,ISIS/Jihadist,Radicalization
138,1414205446399815682,2021-07-11 12:50:27,False,Undefined,ISIS/Jihadist,Radicalization
139,1414183986734276609,2021-07-11 11:25:11,True,Undefined,ISIS/Jihadist,Propaganda
140,1414153889813831682,2021-07-11 09:25:35,True,Undefined,ISIS/Jihadist,Radicalization
141,1414094034897756164,2021-07-11 05:27:45,False,['US'],ISIS/Jihadist,Propaganda
142,1414041237263421444,2021-07-11 01:57:57,False,['UK'],ISIS/Jihadist,Radicalization
143,1413955884141715458,2021-07-10 20:18:47,True,['UK'],ISIS/Jihadist,Recruitment
144,1413950778537127938,2021-07-10 19:58:30,True,Undefined,ISIS/Jihadist,Propaganda
145,1413936083302223873,2021-07-10 19:00:06,True,Undefined,ISIS/Jihadist,Recruitment
146,1413869678385057794,2021-07-10 14:36:14,True,Undefined,ISIS/Jihadist,Radicalization
147,1413846286344753153,2021-07-10 13:03:17,False,['UK'],ISIS/Jihadist,Radicalization
148,1413845777047293953,2021-07-10 13:01:15,False,Undefined,ISIS/Jihadist,Radicalization
149,1413808733180743684,2021-07-10 10:34:03,False,['UK'],ISIS/Jihadist,Recruitment
150,1413803949929414658,2021-07-10 10:15:03,True,Undefined,ISIS/Jihadist,Recruitment
151,1413798479999246338,2021-07-10 09:53:19,True,Undefined,ISIS/Jihadist,Recruitment
152,1413780650981617665,2021-07-10 08:42:28,False,['UK'],ISIS/Jihadist,Radicalization
153,1413764670884925442,2021-07-10 07:38:58,True,Undefined,ISIS/Jihadist,Propaganda
154,1416124693266972674,2021-07-16 19:56:51,True,['America'],ISIS/Jihadist,Propaganda
155,1416042254800723970,2021-07-16 14:29:16,False,Undefined,ISIS/Jihadist,Propaganda
156,1415932664138256384,2021-07-16 07:13:48,False,Undefined,ISIS/Jihadist,Radicalization
157,1415909812387209222,2021-07-16 05:43:00,False,['America'],ISIS/Jihadist,Propaganda
158,1415789509523001345,2021-07-15 21:44:57,False,Undefined,ISIS/Jihadist,Recruitment
159,1415358337726795786,2021-07-14 17:11:38,False,Undefined,ISIS/Jihadist,Recruitment
160,1415015632106508288,2021-07-13 18:29:51,False,Undefined,ISIS/Jihadist,Recruitment
161,1414858001458991106,2021-07-13 08:03:28,False,['America'],ISIS/Jihadist,Recruitment
162,1414854538553659396,2021-07-13 07:49:43,False,['America'],ISIS/Jihadist,Propaganda
163,1414665588228689925,2021-07-12 19:18:54,False,['America'],ISIS/Jihadist,Propaganda
164,1414475168928391168,2021-07-12 06:42:14,False,Undefined,ISIS/Jihadist,Radicalization
165,1413951076861104128,2021-07-10 19:59:41,False,['America'],ISIS/Jihadist,Radicalization
166,1416739658508214275,2021-07-18 12:40:30,False,Undefined,ISIS/Jihadist,Propaganda
167,1416628374743756800,2021-07-18 05:18:18,True,Undefined,ISIS/Jihadist,Radicalization
168,1416478051244851202,2021-07-17 19:20:58,False,Undefined,ISIS/Jihadist,Recruitment
169,1416406700781756422,2021-07-17 14:37:27,False,Undefined,ISIS/Jihadist,Propaganda
170,1416333357647110147,2021-07-17 09:46:01,False,Undefined,ISIS/Jihadist,Radicalization
171,1416324164726661120,2021-07-17 09:09:29,False,['Syria'],ISIS/Jihadist,Recruitment
172,1416321808278728707,2021-07-17 09:00:07,False,['Syria'],ISIS/Jihadist,Recruitment
173,1416315914094514178,2021-07-17 08:36:42,False,Undefined,ISIS/Jihadist,Recruitment
174,1416267800033832962,2021-07-17 05:25:31,False,Undefined,ISIS/Jihadist,Recruitment
175,1416156139662807043,2021-07-16 22:01:49,False,Undefined,ISIS/Jihadist,Propaganda
176,1416156038676549636,2021-07-16 22:01:25,False,Undefined,ISIS/Jihadist,Recruitment
177,1416089989440589826,2021-07-16 17:38:57,True,Undefined,ISIS/Jihadist,Recruitment
178,1416089616122359811,2021-07-16 17:37:28,True,Undefined,ISIS/Jihadist,Recruitment
179,1415775703979732996,2021-07-15 20:50:06,False,Undefined,ISIS/Jihadist,Propaganda
180,1415766397255258112,2021-07-15 20:13:07,False,Undefined,ISIS/Jihadist,Radicalization
181,1415670377410269200,2021-07-15 13:51:34,True,Undefined,ISIS/Jihadist,Radicalization
182,1415565692791779332,2021-07-15 06:55:35,False,Undefined,ISIS/Jihadist,Propaganda
183,1415468153916649478,2021-07-15 00:28:00,False,Undefined,ISIS/Jihadist,Radicalization
184,1415397487452508160,2021-07-14 19:47:12,False,Undefined,ISIS/Jihadist,Propaganda
185,1415361435786309638,2021-07-14 17:23:57,False,Undefined,ISIS/Jihadist,Recruitment
186,1415355472744390657,2021-07-14 17:00:15,True,Undefined,ISIS/Jihadist,Propaganda
187,1415331965725597703,2021-07-14 15:26:50,True,Undefined,ISIS/Jihadist,Propaganda
188,1415315243589324804,2021-07-14 14:20:24,False,Undefined,ISIS/Jihadist,Recruitment
189,1415158585575710721,2021-07-14 03:57:53,False,Undefined,ISIS/Jihadist,Recruitment
190,1415114947491627012,2021-07-14 01:04:29,False,Undefined,ISIS/Jihadist,Recruitment
191,1415113749183156228,2021-07-14 00:59:44,False,Undefined,ISIS/Jihadist,Recruitment
192,1415058492667437058,2021-07-13 21:20:09,False,Undefined,ISIS/Jihadist,Recruitment
193,1415043839350423553,2021-07-13 20:21:56,False,Undefined,ISIS/Jihadist,Radicalization
194,1414826356005691394,2021-07-13 05:57:44,False,Undefined,ISIS/Jihadist,Recruitment
195,1414826195275845634,2021-07-13 05:57:05,False,Undefined,ISIS/Jihadist,Propaganda
196,1414799817457377291,2021-07-13 04:12:16,False,Undefined,ISIS/Jihadist,Propaganda
197,1414774238821683202,2021-07-13 02:30:38,False,Undefined,ISIS/Jihadist,Propaganda
198,1414673189234487300,2021-07-12 19:49:06,False,Undefined,ISIS/Jihadist,Radicalization
199,1414657197460570114,2021-07-12 18:45:33,False,Undefined,ISIS/Jihadist,Radicalization
200,1414653866273034246,2021-07-12 18:32:19,False,Undefined,ISIS/Jihadist,Radicalization
201,1414622356279111684,2021-07-12 16:27:06,False,Undefined,ISIS/Jihadist,Radicalization
202,1414602284802117634,2021-07-12 15:07:21,True,Undefined,ISIS/Jihadist,Propaganda
203,1414429209502658562,2021-07-12 03:39:37,False,Undefined,ISIS/Jihadist,Radicalization
204,1414369994792751106,2021-07-11 23:44:19,False,Undefined,ISIS/Jihadist,Propaganda
205,1414287690351058945,2021-07-11 18:17:16,True,['US'],ISIS/Jihadist,Propaganda
206,1414199563691466752,2021-07-11 12:27:05,True,Undefined,ISIS/Jihadist,Radicalization
207,1414167888521539586,2021-07-11 10:21:13,True,Undefined,ISIS/Jihadist,Recruitment
208,1414079318272086016,2021-07-11 04:29:16,True,"['Afghan', 'Pak', 'Afghanistan']",ISIS/Jihadist,Radicalization
209,1414029423901347841,2021-07-11 01:11:00,False,Undefined,ISIS/Jihadist,Propaganda
210,1413984125518766091,2021-07-10 22:11:00,False,Undefined,ISIS/Jihadist,Recruitment
211,1413923727788724226,2021-07-10 18:11:00,False,Undefined,ISIS/Jihadist,Recruitment
212,1413922340832874497,2021-07-10 18:05:30,False,Undefined,ISIS/Jihadist,Propaganda
213,1413878818906034176,2021-07-10 15:12:33,False,"['Afghan', 'Afghanistan']",ISIS/Jihadist,Propaganda
214,1413878429435449345,2021-07-10 15:11:00,False,Undefined,ISIS/Jihadist,Recruitment
215,1413848230840913923,2021-07-10 13:11:00,False,Undefined,ISIS/Jihadist,Propaganda
216,1413842426045755398,2021-07-10 12:47:56,False,Undefined,ISIS/Jihadist,Propaganda
217,1413818997510868992,2021-07-10 11:14:51,False,Undefined,ISIS/Jihadist,Propaganda
218,1413802931439157251,2021-07-10 10:11:00,False,Undefined,ISIS/Jihadist,Recruitment
219,1413795868772212737,2021-07-10 09:42:56,False,Undefined,ISIS/Jihadist,Propaganda
220,1413742533159620608,2021-07-10 06:11:00,False,Undefined,ISIS/Jihadist,Propaganda
221,1416735354095169539,2021-07-18 12:23:24,False,Undefined,ISIS/Jihadist,Recruitment
222,1416728445615235075,2021-07-18 11:55:57,False,Undefined,ISIS/Jihadist,Radicalization
223,1416725287409176583,2021-07-18 11:43:24,False,Undefined,ISIS/Jihadist,Propaganda
224,1416721897677537282,2021-07-18 11:29:56,False,Undefined,ISIS/Jihadist,Propaganda
225,1416719642299600897,2021-07-18 11:20:58,False,Undefined,ISIS/Jihadist,Propaganda
226,1416714737157607424,2021-07-18 11:01:29,False,Undefined,ISIS/Jihadist,Propaganda
227,1416713806055620609,2021-07-18 10:57:47,False,Undefined,ISIS/Jihadist,Radicalization
228,1416712193375186944,2021-07-18 10:51:22,False,Undefined,ISIS/Jihadist,Radicalization
229,1416710935348224003,2021-07-18 10:46:22,False,"['Afghan', 'Pak', 'Pakistan']",ISIS/Jihadist,Radicalization
230,1416707850907226113,2021-07-18 10:34:07,False,Undefined,ISIS/Jihadist,Radicalization
231,1416704939460550658,2021-07-18 10:22:33,False,Undefined,ISIS/Jihadist,Radicalization
232,1416703947318775813,2021-07-18 10:18:36,False,Undefined,ISIS/Jihadist,Radicalization
233,1416701203459702793,2021-07-18 10:07:42,False,Undefined,ISIS/Jihadist,Recruitment
234,1416700882733907970,2021-07-18 10:06:26,False,Undefined,ISIS/Jihadist,Propaganda
235,1416698731726991362,2021-07-18 09:57:53,False,['Afghan'],ISIS/Jihadist,Propaganda
236,1416692608382902278,2021-07-18 09:33:33,False,['Afghan'],ISIS/Jihadist,Recruitment
237,1416683489445912576,2021-07-18 08:57:19,False,Undefined,ISIS/Jihadist,Radicalization
238,1416679459680243712,2021-07-18 08:41:18,False,Undefined,ISIS/Jihadist,Radicalization
239,1416678435100020739,2021-07-18 08:37:14,True,Undefined,ISIS/Jihadist,Recruitment
240,1416675028259807239,2021-07-18 08:23:41,False,Undefined,ISIS/Jihadist,Recruitment
241,1416669705440399360,2021-07-18 08:02:32,True,Undefined,ISIS/Jihadist,Propaganda
242,1416657773958336513,2021-07-18 07:15:08,True,Undefined,ISIS/Jihadist,Propaganda
243,1416656188922470402,2021-07-18 07:08:50,False,Undefined,ISIS/Jihadist,Propaganda
244,1416647224428306434,2021-07-18 06:33:12,False,Undefined,ISIS/Jihadist,Propaganda
245,1416622611874914304,2021-07-18 04:55:24,False,Undefined,ISIS/Jihadist,Propaganda
246,1416587234233442306,2021-07-18 02:34:50,False,Undefined,ISIS/Jihadist,Radicalization
247,1416586372832391169,2021-07-18 02:31:24,False,Undefined,ISIS/Jihadist,Radicalization
248,1416574021164879872,2021-07-18 01:42:19,False,Undefined,ISIS/Jihadist,Propaganda
249,1416564478037069832,2021-07-18 01:04:24,False,Undefined,ISIS/Jihadist,Propaganda
250,1416554766990286853,2021-07-18 00:25:49,False,Undefined,ISIS/Jihadist,Propaganda
251,1416553981959147526,2021-07-18 00:22:42,False,Undefined,ISIS/Jihadist,Radicalization
252,1416541757257486337,2021-07-17 23:34:07,False,Undefined,ISIS/Jihadist,Recruitment
253,1416520604392513539,2021-07-17 22:10:04,False,Undefined,ISIS/Jihadist,Recruitment
254,1416513267606958085,2021-07-17 21:40:55,True,Undefined,ISIS/Jihadist,Radicalization
255,1416510392751333379,2021-07-17 21:29:29,False,Undefined,ISIS/Jihadist,Propaganda
256,1416472647026761733,2021-07-17 18:59:30,True,Undefined,ISIS/Jihadist,Propaganda
257,1416456503645675523,2021-07-17 17:55:21,False,Undefined,ISIS/Jihadist,Propaganda
258,1416455526943182851,2021-07-17 17:51:28,False,Undefined,ISIS/Jihadist,Radicalization
259,1416453048298246145,2021-07-17 17:41:37,False,Undefined,ISIS/Jihadist,Recruitment
260,1416451924736491524,2021-07-17 17:37:09,False,Undefined,ISIS/Jihadist,Recruitment
261,1416442516400971778,2021-07-17 16:59:46,False,Undefined,ISIS/Jihadist,Propaganda
262,1416439698889666566,2021-07-17 16:48:35,False,Undefined,ISIS/Jihadist,Radicalization
263,1416439039134212098,2021-07-17 16:45:57,False,Undefined,ISIS/Jihadist,Propaganda
264,1416434853050863616,2021-07-17 16:29:19,False,Undefined,ISIS/Jihadist,Propaganda
265,1416428864679518210,2021-07-17 16:05:31,False,Undefined,ISIS/Jihadist,Radicalization
266,1416419372491436034,2021-07-17 15:27:48,False,Undefined,ISIS/Jihadist,Radicalization
267,1416414690813620228,2021-07-17 15:09:12,False,Undefined,ISIS/Jihadist,Propaganda
268,1416405420336304131,2021-07-17 14:32:22,False,Undefined,ISIS/Jihadist,Recruitment
269,1416402574912143361,2021-07-17 14:21:04,False,Undefined,ISIS/Jihadist,Propaganda
270,1416384691331026948,2021-07-17 13:10:00,False,['US'],ISIS/Jihadist,Propaganda
271,1416381405119066112,2021-07-17 12:56:56,False,"['Afghan', 'Pak', 'Pakistan']",ISIS/Jihadist,Recruitment
272,1416376925627445250,2021-07-17 12:39:08,False,Undefined,ISIS/Jihadist,Recruitment
273,1416367808934465540,2021-07-17 12:02:55,True,Undefined,ISIS/Jihadist,Radicalization
274,1416355794279301121,2021-07-17 11:15:10,True,Undefined,ISIS/Jihadist,Propaganda
275,1416328392396328963,2021-07-17 09:26:17,False,['Israel'],ISIS/Jihadist,Radicalization
276,1416320171875176454,2021-07-17 08:53:37,False,Undefined,ISIS/Jihadist,Recruitment
277,1416313983896805378,2021-07-17 08:29:02,False,Undefined,ISIS/Jihadist,Radicalization
278,1416294322492768256,2021-07-17 07:10:54,False,Undefined,ISIS/Jihadist,Recruitment
279,1416280089096974343,2021-07-17 06:14:21,False,Undefined,ISIS/Jihadist,Radicalization
280,1416278870962098177,2021-07-17 06:09:30,False,Undefined,ISIS/Jihadist,Radicalization
281,1416271783791976454,2021-07-17 05:41:20,True,Undefined,ISIS/Jihadist,Radicalization
282,1416265219672739843,2021-07-17 05:15:15,True,Undefined,ISIS/Jihadist,Propaganda
283,1416254531537539073,2021-07-17 04:32:47,False,Undefined,ISIS/Jihadist,Propaganda
284,1416241697630171141,2021-07-17 03:41:47,False,['Afghan'],ISIS/Jihadist,Radicalization
285,1416201638348480515,2021-07-17 01:02:36,True,Undefined,ISIS/Jihadist,Propaganda
286,1416198892702429185,2021-07-17 00:51:42,False,Undefined,ISIS/Jihadist,Propaganda
287,1416197019992002562,2021-07-17 00:44:15,False,Undefined,ISIS/Jihadist,Propaganda
288,1416186607825088512,2021-07-17 00:02:53,False,Undefined,ISIS/Jihadist,Propaganda
289,1416182425361678337,2021-07-16 23:46:16,False,Undefined,ISIS/Jihadist,Recruitment
